internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description,deadline_is_demo,domain,work_mode,internship_type
2026INT0059,2026-08-04 09:00:00,System Programming,CyberGrid,Mumbai,Immediately,"₹ 12,000 /month",6 Months,06 Sep' 25,"C, C++, Linux, Bash, Operating Systems",Postgraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using C, C++, Linux, Bash, Operating Systems.",True,Software Development,On-site,Technical
2026INT0060,2026-08-05 12:00:00,Software Development,TechNova Solutions,Hyderabad,Within 30 days,"₹ 5,000 /month",2 Months,07 Aug' 25,"C++, Java, Python, OOP, Data Structures",Undergraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using C++, Java, Python, OOP, Data Structures.",True,Software Development,On-site,Technical
2026INT0061,2026-08-06 15:00:00,UI/UX Design,DevSphere,Chennai,Immediately,"₹ 8,000 /month",3 Months,09 Nov' 25,"Figma, UI Design, UX Design, Wireframing, Prototyping",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using Figma, UI Design, UX Design, Wireframing, Prototyping.",True,UI / UX,Hybrid,Technical
2026INT0062,2026-08-07 18:00:00,CAD Design,Visionary AI,Pune,Immediately,"₹ 10,000 /month",4 Months,06 Oct' 25,"AutoCAD, SolidWorks, CATIA, 3D Modeling, CAD",Postgraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using AutoCAD, SolidWorks, CATIA, 3D Modeling, CAD.",True,Software Development,On-site,Technical
2026INT0063,2026-08-08 21:00:00,Frontend Developer,CodeCraft Labs,Delhi,Within 30 days,"₹ 12,000 /month",6 Months,08 Aug' 25,"HTML, CSS, JavaScript, React.js, TypeScript",Undergraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using HTML, CSS, JavaScript, React.js, TypeScript.",True,Web Development,On-site,Technical
2026INT0064,2026-08-09 00:00:00,Backend Developer,PixelStack,Work from home,Immediately,"₹ 5,000 /month",2 Months,22 Aug' 25,"Python, Node.js, Express.js, REST API, SQL",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Python, Node.js, Express.js, REST API, SQL.",True,Web Development,Remote,Technical
2026INT0065,2026-08-10 03:00:00,Full Stack Developer,QuantumSoft,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,03 Nov' 25,"HTML, CSS, JavaScript, React.js, Node.js",Postgraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using HTML, CSS, JavaScript, React.js, Node.js.",True,Web Development,On-site,Technical
2026INT0066,2026-08-11 06:00:00,Machine Learning,NextGen Technologies,Noida,Within 30 days,"₹ 10,000 /month",4 Months,19 Oct' 25,"Python, NumPy, Pandas, Scikit-learn, Machine Learning",Undergraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Python, NumPy, Pandas, Scikit-learn, Machine Learning.",True,AI / Machine Learning,On-site,Technical
2026INT0067,2026-08-12 09:00:00,Data Science,Axiom Technologies,Mumbai,Immediately,"₹ 12,000 /month",6 Months,01 Sep' 25,"Python, Pandas, NumPy, Scikit-learn, Statistics",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Python, Pandas, NumPy, Scikit-learn, Statistics.",True,Data Science,On-site,Technical
2026INT0068,2026-08-13 12:00:00,Data Analytics,AppVerse,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,16 Sep' 25,"Python, SQL, Pandas, Power BI, Statistics",Postgraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Python, SQL, Pandas, Power BI, Statistics.",True,Data Science,On-site,Technical
2026INT0069,2026-08-14 15:00:00,Artificial Intelligence,ByteWorks,Chennai,Within 30 days,"₹ 8,000 /month",3 Months,15 Sep' 25,"PyTorch, TensorFlow, Deep Learning, NLP, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using PyTorch, TensorFlow, Deep Learning, NLP, Python.",True,AI / Machine Learning,On-site,Technical
2026INT0070,2026-08-15 18:00:00,Generative AI,CoreTech Systems,Pune,Immediately,"₹ 10,000 /month",4 Months,02 Sep' 25,"LLM, RAG, Embeddings, Hugging Face, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using LLM, RAG, Embeddings, Hugging Face, Python.",True,AI / Machine Learning,On-site,Technical
2026INT0071,2026-08-16 21:00:00,NLP,StackOrbit,Delhi,Immediately,"₹ 12,000 /month",6 Months,15 Nov' 25,"NLP, Transformers, Hugging Face, BERT, Python",Postgraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using NLP, Transformers, Hugging Face, BERT, Python.",True,AI / Machine Learning,On-site,Technical
2026INT0072,2026-08-17 00:00:00,Computer Vision,CloudMatrix,Work from home,Within 30 days,"₹ 5,000 /month",2 Months,16 Nov' 25,"OpenCV, PyTorch, YOLO, CNN, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using OpenCV, PyTorch, YOLO, CNN, Python.",True,AI / Machine Learning,Remote,Technical
2026INT0073,2026-08-18 03:00:00,Deep Learning,Nexora Labs,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,13 Aug' 25,"PyTorch, TensorFlow, CNN, Transformers, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using PyTorch, TensorFlow, CNN, Transformers, Python.",True,AI / Machine Learning,Hybrid,Technical
2026INT0074,2026-08-19 06:00:00,Data Engineering,LogicLeaf,Noida,Immediately,"₹ 10,000 /month",4 Months,23 Oct' 25,"SQL, Apache Spark, Kafka, Airflow, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using SQL, Apache Spark, Kafka, Airflow, Python.",True,Data Science,On-site,Technical
2026INT0075,2026-08-20 09:00:00,DevOps,DataForge,Mumbai,Within 30 days,"₹ 12,000 /month",6 Months,27 Oct' 25,"Docker, Kubernetes, Jenkins, CI/CD, Linux",Undergraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Docker, Kubernetes, Jenkins, CI/CD, Linux.",True,Cloud Computing,On-site,Technical
2026INT0076,2026-08-21 12:00:00,Cloud Computing,AlgoWorks,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,10 Nov' 25,"Azure, Docker, Kubernetes, Terraform, AWS",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Azure, Docker, Kubernetes, Terraform, AWS.",True,Cloud Computing,On-site,Technical
2026INT0077,2026-08-22 15:00:00,Cybersecurity,TechBridge,Chennai,Immediately,"₹ 8,000 /month",3 Months,20 Sep' 25,"Linux, Networking, Nmap, Wireshark, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Linux, Networking, Nmap, Wireshark, Python.",True,Cyber Security,On-site,Technical
2026INT0078,2026-08-23 18:00:00,Android Development,InnovateX Labs,Pune,Within 30 days,"₹ 10,000 /month",4 Months,26 Oct' 25,"Java, Android Studio, Android SDK, Firebase, Kotlin",Undergraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Java, Android Studio, Android SDK, Firebase, Kotlin.",True,Software Development,Hybrid,Technical
2026INT0079,2026-08-24 21:00:00,iOS Development,CyberGrid,Delhi,Immediately,"₹ 12,000 /month",6 Months,05 Nov' 25,"SwiftUI, Xcode, UIKit, Firebase, Swift",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using SwiftUI, Xcode, UIKit, Firebase, Swift.",True,Software Development,On-site,Technical
2026INT0080,2026-08-25 00:00:00,Flutter Development,TechNova Solutions,Work from home,Immediately,"₹ 5,000 /month",2 Months,27 Oct' 25,"Flutter, Firebase, REST API, Git, Dart",Postgraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using Flutter, Firebase, REST API, Git, Dart.",True,Software Development,Remote,Technical
2026INT0081,2026-08-26 03:00:00,React Native Development,DevSphere,Bengaluru,Within 30 days,"₹ 8,000 /month",3 Months,19 Sep' 25,"TypeScript, React Native, Firebase, REST API, JavaScript",Undergraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using TypeScript, React Native, Firebase, REST API, JavaScript.",True,Web Development,Hybrid,Technical
2026INT0082,2026-08-27 06:00:00,Embedded Systems,Visionary AI,Noida,Immediately,"₹ 10,000 /month",4 Months,19 Aug' 25,"C++, Arduino, ESP32, STM32, C",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using C++, Arduino, ESP32, STM32, C.",True,Software Development,On-site,Technical
2026INT0083,2026-08-28 09:00:00,IoT Development,CodeCraft Labs,Mumbai,Immediately,"₹ 12,000 /month",6 Months,29 Nov' 25,"C++, Python, ESP32, MQTT, C",Postgraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using C++, Python, ESP32, MQTT, C.",True,Software Development,Hybrid,Technical
2026INT0084,2026-08-01 12:00:00,Robotics,PixelStack,Hyderabad,Within 30 days,"₹ 5,000 /month",2 Months,09 Oct' 25,"Python, ROS, OpenCV, Arduino, C++",Undergraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using Python, ROS, OpenCV, Arduino, C++.",True,Software Development,On-site,Technical
2026INT0085,2026-08-02 15:00:00,Game Development,QuantumSoft,Chennai,Immediately,"₹ 8,000 /month",3 Months,07 Nov' 25,"C#, Unity, Unreal Engine, Game Physics, C++",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using C#, Unity, Unreal Engine, Game Physics, C++.",True,Software Development,On-site,Technical
2026INT0086,2026-08-03 18:00:00,Blockchain Development,NextGen Technologies,Pune,Immediately,"₹ 10,000 /month",4 Months,10 Dec' 25,"JavaScript, Ethereum, Web3.js, Smart Contracts, Solidity",Postgraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using JavaScript, Ethereum, Web3.js, Smart Contracts, Solidity.",True,Software Development,On-site,Technical
2026INT0087,2026-08-04 21:00:00,Software Testing,Axiom Technologies,Delhi,Within 30 days,"₹ 12,000 /month",6 Months,26 Oct' 25,"Postman, PyTest, API Testing, Automation Testing, Selenium",Undergraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using Postman, PyTest, API Testing, Automation Testing, Selenium.",True,Software Development,Hybrid,Technical
2026INT0088,2026-08-05 00:00:00,Database Engineering,AppVerse,Work from home,Immediately,"₹ 5,000 /month",2 Months,22 Sep' 25,"MySQL, PostgreSQL, MongoDB, Redis, SQL",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using MySQL, PostgreSQL, MongoDB, Redis, SQL.",True,Data Science,Remote,Technical
2026INT0089,2026-08-06 03:00:00,VLSI Design,ByteWorks,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,25 Sep' 25,"SystemVerilog, VHDL, FPGA, RTL Design, Verilog",Postgraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using SystemVerilog, VHDL, FPGA, RTL Design, Verilog.",True,Software Development,On-site,Technical
2026INT0090,2026-08-07 06:00:00,System Programming,CoreTech Systems,Noida,Within 30 days,"₹ 10,000 /month",4 Months,26 Oct' 25,"C++, Linux, Bash, Operating Systems, C",Undergraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using C++, Linux, Bash, Operating Systems, C.",True,Software Development,On-site,Technical
2026INT0091,2026-08-08 09:00:00,Software Development,StackOrbit,Mumbai,Immediately,"₹ 12,000 /month",6 Months,05 Oct' 25,"Java, Python, OOP, Data Structures, C++",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using Java, Python, OOP, Data Structures, C++.",True,Software Development,On-site,Technical
2026INT0092,2026-08-09 12:00:00,UI/UX Design,CloudMatrix,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,12 Aug' 25,"UI Design, UX Design, Wireframing, Prototyping, Figma",Postgraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using UI Design, UX Design, Wireframing, Prototyping, Figma.",True,UI / UX,Hybrid,Technical
2026INT0093,2026-08-10 15:00:00,CAD Design,Nexora Labs,Chennai,Within 30 days,"₹ 8,000 /month",3 Months,07 Sep' 25,"SolidWorks, CATIA, 3D Modeling, CAD, AutoCAD",Undergraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using SolidWorks, CATIA, 3D Modeling, CAD, AutoCAD.",True,Software Development,On-site,Technical
2026INT0094,2026-08-11 18:00:00,Frontend Developer,LogicLeaf,Pune,Immediately,"₹ 10,000 /month",4 Months,23 Aug' 25,"CSS, JavaScript, React.js, TypeScript, HTML",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using CSS, JavaScript, React.js, TypeScript, HTML.",True,Web Development,On-site,Technical
2026INT0095,2026-08-12 21:00:00,Backend Developer,DataForge,Delhi,Immediately,"₹ 12,000 /month",6 Months,27 Nov' 25,"Node.js, Express.js, REST API, SQL, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Node.js, Express.js, REST API, SQL, Python.",True,Web Development,On-site,Technical
2026INT0096,2026-08-13 00:00:00,Full Stack Developer,AlgoWorks,Work from home,Within 30 days,"₹ 5,000 /month",2 Months,30 Sep' 25,"CSS, JavaScript, React.js, Node.js, HTML",Undergraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using CSS, JavaScript, React.js, Node.js, HTML.",True,Web Development,Remote,Technical
2026INT0097,2026-08-14 03:00:00,Machine Learning,TechBridge,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,18 Oct' 25,"NumPy, Pandas, Scikit-learn, Machine Learning, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using NumPy, Pandas, Scikit-learn, Machine Learning, Python.",True,AI / Machine Learning,On-site,Technical
2026INT0098,2026-08-15 06:00:00,Data Science,InnovateX Labs,Noida,Immediately,"₹ 10,000 /month",4 Months,07 Aug' 25,"Pandas, NumPy, Scikit-learn, Statistics, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Pandas, NumPy, Scikit-learn, Statistics, Python.",True,Data Science,On-site,Technical
2026INT0099,2026-08-16 09:00:00,Data Analytics,CyberGrid,Mumbai,Within 30 days,"₹ 12,000 /month",6 Months,05 Oct' 25,"SQL, Pandas, Power BI, Statistics, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using SQL, Pandas, Power BI, Statistics, Python.",True,Data Science,On-site,Technical
2026INT0100,2026-08-17 12:00:00,Artificial Intelligence,TechNova Solutions,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,30 Nov' 25,"TensorFlow, Deep Learning, NLP, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using TensorFlow, Deep Learning, NLP, Python.",True,AI / Machine Learning,Hybrid,Technical
2026INT0101,2026-08-18 15:00:00,Generative AI,DevSphere,Chennai,Immediately,"₹ 8,000 /month",3 Months,17 Aug' 25,"RAG, Embeddings, Hugging Face, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using RAG, Embeddings, Hugging Face, Python.",True,AI / Machine Learning,Hybrid,Technical
2026INT0102,2026-08-19 18:00:00,NLP,Visionary AI,Pune,Within 30 days,"₹ 10,000 /month",4 Months,06 Nov' 25,"Transformers, Hugging Face, BERT, Python",Undergraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using Transformers, Hugging Face, BERT, Python.",True,AI / Machine Learning,Hybrid,Technical
2026INT0103,2026-08-20 21:00:00,Computer Vision,CodeCraft Labs,Delhi,Immediately,"₹ 12,000 /month",6 Months,12 Dec' 25,"PyTorch, YOLO, CNN, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using PyTorch, YOLO, CNN, Python.",True,AI / Machine Learning,On-site,Technical
2026INT0104,2026-08-21 00:00:00,Deep Learning,PixelStack,Work from home,Immediately,"₹ 5,000 /month",2 Months,08 Dec' 25,"TensorFlow, CNN, Transformers, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using TensorFlow, CNN, Transformers, Python.",True,AI / Machine Learning,Remote,Technical
2026INT0105,2026-08-22 03:00:00,Data Engineering,QuantumSoft,Bengaluru,Within 30 days,"₹ 8,000 /month",3 Months,09 Aug' 25,"Apache Spark, Kafka, Airflow, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Apache Spark, Kafka, Airflow, Python.",True,Data Science,Hybrid,Technical
2026INT0106,2026-08-23 06:00:00,DevOps,NextGen Technologies,Noida,Immediately,"₹ 10,000 /month",4 Months,23 Oct' 25,"Kubernetes, Jenkins, CI/CD, Linux",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Kubernetes, Jenkins, CI/CD, Linux.",True,Cloud Computing,Hybrid,Technical
2026INT0107,2026-08-24 09:00:00,Cloud Computing,Axiom Technologies,Mumbai,Immediately,"₹ 12,000 /month",6 Months,14 Dec' 25,"Docker, Kubernetes, Terraform, AWS",Postgraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Docker, Kubernetes, Terraform, AWS.",True,Cloud Computing,On-site,Technical
2026INT0108,2026-08-25 12:00:00,Cybersecurity,AppVerse,Hyderabad,Within 30 days,"₹ 5,000 /month",2 Months,31 Dec' 25,"Networking, Nmap, Wireshark, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Networking, Nmap, Wireshark, Python.",True,Cyber Security,On-site,Technical
2026INT0109,2026-08-26 15:00:00,Android Development,ByteWorks,Chennai,Immediately,"₹ 8,000 /month",3 Months,31 Oct' 25,"Android Studio, Android SDK, Firebase, Kotlin",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Android Studio, Android SDK, Firebase, Kotlin.",True,Software Development,On-site,Technical
2026INT0110,2026-08-27 18:00:00,iOS Development,CoreTech Systems,Pune,Immediately,"₹ 10,000 /month",4 Months,06 Aug' 25,"Xcode, UIKit, Firebase, Swift",Postgraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using Xcode, UIKit, Firebase, Swift.",True,Software Development,Hybrid,Technical
2026INT0111,2026-08-28 21:00:00,Flutter Development,StackOrbit,Delhi,Within 30 days,"₹ 12,000 /month",6 Months,28 Dec' 25,"Firebase, REST API, Git, Dart",Undergraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using Firebase, REST API, Git, Dart.",True,Software Development,On-site,Technical
2026INT0112,2026-08-01 00:00:00,React Native Development,CloudMatrix,Work from home,Immediately,"₹ 5,000 /month",2 Months,21 Aug' 25,"React Native, Firebase, REST API, JavaScript",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using React Native, Firebase, REST API, JavaScript.",True,Web Development,Remote,Technical
2026INT0113,2026-08-02 03:00:00,Embedded Systems,Nexora Labs,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,05 Sep' 25,"Arduino, ESP32, STM32, C",Postgraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using Arduino, ESP32, STM32, C.",True,Software Development,On-site,Technical
2026INT0114,2026-08-03 06:00:00,IoT Development,LogicLeaf,Noida,Within 30 days,"₹ 10,000 /month",4 Months,18 Nov' 25,"Python, ESP32, MQTT, C",Undergraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using Python, ESP32, MQTT, C.",True,Software Development,On-site,Technical
2026INT0115,2026-08-04 09:00:00,Robotics,DataForge,Mumbai,Immediately,"₹ 12,000 /month",6 Months,01 Nov' 25,"ROS, OpenCV, Arduino, C++",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using ROS, OpenCV, Arduino, C++.",True,Software Development,On-site,Technical
2026INT0116,2026-08-05 12:00:00,Game Development,AlgoWorks,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,28 Nov' 25,"Unity, Unreal Engine, Game Physics, C++",Postgraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using Unity, Unreal Engine, Game Physics, C++.",True,Software Development,Hybrid,Technical
2026INT0117,2026-08-06 15:00:00,Blockchain Development,TechBridge,Chennai,Within 30 days,"₹ 8,000 /month",3 Months,08 Oct' 25,"Ethereum, Web3.js, Smart Contracts, Solidity",Undergraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using Ethereum, Web3.js, Smart Contracts, Solidity.",True,Software Development,Hybrid,Technical
2026INT0118,2026-08-07 18:00:00,Software Testing,InnovateX Labs,Pune,Immediately,"₹ 10,000 /month",4 Months,03 Oct' 25,"PyTest, API Testing, Automation Testing, Selenium",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using PyTest, API Testing, Automation Testing, Selenium.",True,Software Development,Hybrid,Technical
2026INT0119,2026-08-08 21:00:00,Database Engineering,CyberGrid,Delhi,Immediately,"₹ 12,000 /month",6 Months,18 Aug' 25,"PostgreSQL, MongoDB, Redis, SQL",Postgraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using PostgreSQL, MongoDB, Redis, SQL.",True,Data Science,On-site,Technical
2026INT0120,2026-08-09 00:00:00,VLSI Design,TechNova Solutions,Work from home,Within 30 days,"₹ 5,000 /month",2 Months,03 Dec' 25,"VHDL, FPGA, RTL Design, Verilog",Undergraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using VHDL, FPGA, RTL Design, Verilog.",True,Software Development,Remote,Technical
2026INT0121,2026-08-10 03:00:00,System Programming,DevSphere,Bengaluru,Immediately,"₹ 8,000 /month",3 Months,15 Sep' 25,"Linux, Bash, Operating Systems, C",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using Linux, Bash, Operating Systems, C.",True,Software Development,On-site,Technical
2026INT0122,2026-08-11 06:00:00,Software Development,Visionary AI,Noida,Immediately,"₹ 10,000 /month",4 Months,13 Aug' 25,"Python, OOP, Data Structures, C++",Postgraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using Python, OOP, Data Structures, C++.",True,Software Development,On-site,Technical
2026INT0123,2026-08-12 09:00:00,UI/UX Design,CodeCraft Labs,Mumbai,Within 30 days,"₹ 12,000 /month",6 Months,26 Dec' 25,"UX Design, Wireframing, Prototyping, Figma",Undergraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using UX Design, Wireframing, Prototyping, Figma.",True,UI / UX,On-site,Technical
2026INT0124,2026-08-13 12:00:00,CAD Design,PixelStack,Hyderabad,Immediately,"₹ 5,000 /month",2 Months,21 Nov' 25,"CATIA, 3D Modeling, CAD, AutoCAD",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using CATIA, 3D Modeling, CAD, AutoCAD.",True,Software Development,On-site,Technical
2026INT0125,2026-08-14 15:00:00,Frontend Developer,QuantumSoft,Chennai,Immediately,"₹ 8,000 /month",3 Months,19 Nov' 25,"JavaScript, React.js, TypeScript, HTML",Postgraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using JavaScript, React.js, TypeScript, HTML.",True,Web Development,On-site,Technical
2026INT0126,2026-08-15 18:00:00,Backend Developer,NextGen Technologies,Pune,Within 30 days,"₹ 10,000 /month",4 Months,10 Dec' 25,"Express.js, REST API, SQL, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Express.js, REST API, SQL, Python.",True,Web Development,On-site,Technical
2026INT0127,2026-08-16 21:00:00,Full Stack Developer,Axiom Technologies,Delhi,Immediately,"₹ 12,000 /month",6 Months,13 Dec' 25,"JavaScript, React.js, Node.js, HTML",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using JavaScript, React.js, Node.js, HTML.",True,Web Development,On-site,Technical
2026INT0128,2026-08-17 00:00:00,Machine Learning,AppVerse,Work from home,Immediately,"₹ 5,000 /month",2 Months,26 Dec' 25,"Pandas, Scikit-learn, Machine Learning, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Pandas, Scikit-learn, Machine Learning, Python.",True,AI / Machine Learning,Remote,Technical
2026INT0129,2026-08-18 03:00:00,Data Science,ByteWorks,Bengaluru,Within 30 days,"₹ 8,000 /month",3 Months,11 Oct' 25,"NumPy, Scikit-learn, Statistics, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using NumPy, Scikit-learn, Statistics, Python.",True,Data Science,On-site,Technical
2026INT0130,2026-08-19 06:00:00,Data Analytics,CoreTech Systems,Noida,Immediately,"₹ 10,000 /month",4 Months,27 Aug' 25,"Pandas, Power BI, Statistics, Python",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Pandas, Power BI, Statistics, Python.",True,Data Science,On-site,Technical
2026INT0131,2026-08-20 09:00:00,Artificial Intelligence,StackOrbit,Mumbai,Immediately,"₹ 12,000 /month",6 Months,12 Sep' 25,"Deep Learning, NLP, Python, PyTorch, TensorFlow",Postgraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using Deep Learning, NLP, Python, PyTorch, TensorFlow.",True,AI / Machine Learning,On-site,Technical
2026INT0132,2026-08-21 12:00:00,Generative AI,CloudMatrix,Hyderabad,Within 30 days,"₹ 5,000 /month",2 Months,09 Sep' 25,"Embeddings, Hugging Face, Python, LLM, RAG",Undergraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using Embeddings, Hugging Face, Python, LLM, RAG.",True,AI / Machine Learning,Hybrid,Technical
2026INT0133,2026-08-22 15:00:00,NLP,Nexora Labs,Chennai,Immediately,"₹ 8,000 /month",3 Months,23 Aug' 25,"Hugging Face, BERT, Python, NLP, Transformers",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using Hugging Face, BERT, Python, NLP, Transformers.",True,AI / Machine Learning,On-site,Technical
2026INT0134,2026-08-23 18:00:00,Computer Vision,LogicLeaf,Pune,Immediately,"₹ 10,000 /month",4 Months,01 Nov' 25,"YOLO, CNN, Python, OpenCV, PyTorch",Postgraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using YOLO, CNN, Python, OpenCV, PyTorch.",True,AI / Machine Learning,On-site,Technical
2026INT0135,2026-08-24 21:00:00,Deep Learning,DataForge,Delhi,Within 30 days,"₹ 12,000 /month",6 Months,18 Dec' 25,"CNN, Transformers, Python, PyTorch, TensorFlow",Undergraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using CNN, Transformers, Python, PyTorch, TensorFlow.",True,AI / Machine Learning,On-site,Technical
2026INT0136,2026-08-25 00:00:00,Data Engineering,AlgoWorks,Work from home,Immediately,"₹ 5,000 /month",2 Months,02 Aug' 25,"Kafka, Airflow, Python, SQL, Apache Spark",Undergraduate & Postgraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Kafka, Airflow, Python, SQL, Apache Spark.",True,Data Science,Remote,Technical
