internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description
2025WSHP1469,2025-09-28 09:53:40,Product Marketing,Centre For Computational  Technologies Private Limited,Pune,Immediately,"₹ 10,000 /month",3 Months,24 Oct' 25,"Content Marketing, Digital Marketing, English Proficiency (Written), Graphic Design, Social Media Marketing",Postgraduate,"Certificate, 5 Days A Week","This Product Marketing internship is focused on marketing and growth, with work aligned to Content Marketing, Digital Marketing, English Proficiency (Written), Graphic Design, and Social Media Marketing. The role is based in Pune and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0696,2025-09-21 15:26:03,ReactJS Development,Cogent Web Services,Work from home,Immediately,"₹ 10,000 /month",3 Months,11 Oct' 25,"Node.js, React, REST API",Undergraduate,"Certificate, Letter Of Recommendation","This ReactJS Development internship is focused on professional work in the listed internship domain, with work aligned to Node.js, React, and REST API. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0121,2025-09-27 20:12:32,Business Development,Playto Labs,Bangalore,Immediately,"₹ 12,000 - 15,000 /month",4 Months,22 Oct' 25,"Effective Communication, Lead Generation, Marketing, Sales",Postgraduate,Not Available,"This Business Development internship is focused on sales and business development, with work aligned to Effective Communication, Lead Generation, Marketing, and Sales. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0411,2025-09-21 16:12:27,WordPress Development,Codecraft IT Solutions,Work from home,Immediately,"₹ 1,500 - 2,500 /month",6 Months,13 Oct' 25,"JavaScript, Search Engine Optimization (SEO), WordPress",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This WordPress Development internship is focused on professional work in the listed internship domain, with work aligned to JavaScript, Search Engine Optimization (SEO), and WordPress. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0827,2025-09-27 22:49:05,Artificial Intelligence (AI),Tax-O-Smart LLP,Mumbai,Immediately,"₹ 8,000 - 12,000 /month",6 Months,16 Oct' 25,"Artificial intelligence, Python",Postgraduate & Undergraduate,Certificate,"This Artificial Intelligence (AI) internship is focused on data and analytics, with work aligned to Artificial intelligence and Python. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0734,2025-09-27 21:14:36,Photography,G&G GLOBAL,Delhi,Immediately,"₹ 10,000 - 12,000 /month",3 Months,22 Oct' 25,"Adobe Photoshop, Adobe Photoshop Lightroom CC, Content Marketing, Image Editing, Photography, Video Editing, Videography, Video Making",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Photography internship is focused on professional work in the listed internship domain, with work aligned to Adobe Photoshop, Adobe Photoshop Lightroom CC, Content Marketing, Image Editing, Photography, and Video Editing. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0317,2025-09-27 21:39:48,Content Creator,Bloomzz Clothing,Delhi,Immediately,"₹ 10,000 - 15,000 /month",2 Months,10 Oct' 25,"Anchoring, Fashion Styling, Social Media Marketing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Content Creator internship is focused on marketing and growth, with work aligned to Anchoring, Fashion Styling, and Social Media Marketing. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0464,2025-09-27 20:52:21,Company Secretary (CS),S. RAJWANSHI AND CO.,Delhi,Immediately,"₹ 5,000 - 6,000 /month",12 Months,17 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word",Postgraduate,Certificate,"This Company Secretary (CS) internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), MS-Office, and MS-Word. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 12 Months."
2025WSHP0697,2025-09-27 22:37:03,Finance,Celerity Consulting Private Limited,Mumbai,Immediately,"₹ 10,000 - 12,000 /month",6 Months,24 Oct' 25,"Corporate Finance, Financial Analysis, Financial Modeling",Undergraduate,Certificate,"This Finance internship is focused on finance and accounting, with work aligned to Corporate Finance, Financial Analysis, and Financial Modeling. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1518,2025-09-27 20:54:31,Business Research,SCDND ESTATES PRIVATE LIMITED,Greater Noida,Immediately,"₹ 9,000 - 13,000 /month",3 Months,18 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Generative AI Tools, Market Analysis, MS-Office",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Business Research internship is focused on research and analytical work, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Generative AI Tools, Market Analysis, and MS-Office. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0051,2025-09-28 10:01:40,Mechanical Engineering,Sulekha Energy Solutions,Pune,Immediately,"₹ 12,000 - 14,000 /month",6 Months,3 Oct' 25,"Manual Testing, Quality Assurance/Quality Control (QA/QC)",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Mechanical Engineering internship is focused on professional work in the listed internship domain, with work aligned to Manual Testing and Quality Assurance/Quality Control (QA/QC). The role is based in Pune and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0523,2025-09-21 16:09:03,Motion Graphics,Entrepreneur Growth Lab (OPC) Private Limited,Work from home,Immediately,"₹ 12,000 - 18,000 /month",3 Months,16 Oct' 25,"Adobe After Effects, Animation, Google Slides, Graphic Design, Layout Design, Motion Graphics, MS-PowerPoint, Typography",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Motion Graphics internship is focused on design and creative work, with work aligned to Adobe After Effects, Animation, Google Slides, Graphic Design, Layout Design, and Motion Graphics. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0516,2025-09-27 22:38:10,Accounting & Taxation,ATMS Co & LLP,Thane,Immediately,"₹ 6,000 /month",6 Months,23 Oct' 25,"Accounting, Advanced Excel, Tally, Taxation",Postgraduate,Certificate,"This Accounting & Taxation internship is focused on finance and accounting, with work aligned to Accounting, Advanced Excel, Tally, and Taxation. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0182,2025-09-21 15:59:47,Android App Development,Axe Consultancy And Security Services LLC,Work from home,Immediately,"₹ 20,000 - 50,000 /month",6 Months,Not Available,"Android, Firebase, Java, Kotlin, REST API, XML",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Android App Development internship is focused on software and technology, with work aligned to Android, Firebase, Java, Kotlin, REST API, and XML. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0074,2025-09-21 14:58:50,Fashion Design And Merchandising,Saqib Shariff,Work from home,Immediately,"₹ 2,000 - 6,000 /month",3 Months,18 Oct' 25,"Fashion Designing, Fashion illustration, Fashion Styling, Graphic Design",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Fashion Design And Merchandising internship is focused on design and creative work, with work aligned to Fashion Designing, Fashion illustration, Fashion Styling, and Graphic Design. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0066,2025-09-27 22:05:54,Software Development,Zoxima Solutions Private Limited,Noida,Immediately,"₹ 15,000 /month",3 Months,Not Available,"Artificial intelligence, LangChain, Python",Undergraduate,"Certificate, Flexible, 5 Days A Week","This Software Development internship is focused on software and technology, with work aligned to Artificial intelligence, LangChain, and Python. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0576,2025-09-28 09:58:07,Finance & Accounting,Standard Oil Corporation,Pune,Immediately,"₹ 2,000 - 2,500 /month",6 Months,12 Oct' 25,"Accounting, Financial Modeling",Undergraduate,"Certificate, Letter Of Recommendation","This Finance & Accounting internship is focused on finance and accounting, with work aligned to Accounting and Financial Modeling. The role is based in Pune and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0816,2025-09-27 22:20:22,Business Analytics,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,15 Oct' 25,"Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Python, Research and Analytics, SQL",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Business Analytics internship is focused on data and analytics, with work aligned to Data Analytics, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, and Python. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0381,2025-09-27 20:40:55,Videography,Gimme Gamma,Bangalore,Immediately,"₹ 2,000 - 5,000 /month",2 Months,3 Oct' 25,"Effective Communication, Video Editing, Videography, Video Making",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Videography internship is focused on design and creative work, with work aligned to Effective Communication, Video Editing, Videography, and Video Making. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0044,2025-09-27 23:17:40,Embedded Systems,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,31 Oct' 25,"Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, EAGLE, Embedded Systems, Internet of Things (IoT)",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Embedded Systems internship is focused on professional work in the listed internship domain, with work aligned to Arduino, ARM Microcontroller, C++ Programming, Circuit Design, C Programming, and EAGLE. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0303,2025-09-27 20:31:05,Cyber Security,"Tisteps Private Limited (Chennai, India)",Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,5 Nov' 25,"Computer Networking, Ethical Hacking, Linux, Python, VAPT, Web Application Security",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Cyber Security internship is focused on software and technology, with work aligned to Computer Networking, Ethical Hacking, Linux, Python, VAPT, and Web Application Security. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0907,2025-09-21 15:12:47,Machine Learning,Innovexis,Work from home,Immediately,"₹ 15,000 - 25,000 /month",3 Months,16 Oct' 25,"Artificial intelligence, Data Analytics, Data Science, Natural Language Processing (NLP), Python, R Programming",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Machine Learning internship is focused on data and analytics, with work aligned to Artificial intelligence, Data Analytics, Data Science, Natural Language Processing (NLP), Python, and R Programming. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0086,2025-09-27 23:15:49,AI Agent Development,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,"APIs, Artificial intelligence, LLM evaluation, PyTorch",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This AI Agent Development internship is focused on professional work in the listed internship domain, with work aligned to APIs, Artificial intelligence, LLM evaluation, and PyTorch. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1278,2025-09-28 09:59:43,Copywriting,BrandMatterz,Pune,Immediately,"₹ 9,000 - 12,000 /month",3 Months,9 Oct' 25,"Branding, Copywriting, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Public Relations, Social Media Marketing",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Copywriting internship is focused on software and technology, with work aligned to Branding, Copywriting, Creative Writing, Digital Marketing, English Proficiency (Spoken), and English Proficiency (Written). The role is based in Pune and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1308,2025-09-27 21:21:12,Email Marketing,Brainfoster Tech Pvt Ltd:,Greater Noida,Immediately,"₹ 6,000 - 10,000 /month",6 Months,18 Oct' 25,"Computer skills, Typing",Postgraduate,Certificate,"This Email Marketing internship is focused on marketing and growth, with work aligned to Computer skills and Typing. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1954,2025-09-21 15:37:01,Software Testing,NDFM Business World Pvt. Ltd.,Work from home,Immediately,"₹ 1,000 - 2,000 /month",1 week ago,8 Oct' 25,"Database Testing, Manual Testing, Software Testing, Usability Testing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Software Testing internship is focused on software and technology, with work aligned to Database Testing, Manual Testing, Software Testing, and Usability Testing. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 1 week ago."
2025WSHP0449,2025-09-21 15:47:51,Software Development Engineering (Web),Digital Heroes,Work from home,Immediately,"₹ 15,000 /month",1 Month,4 Oct' 25,Software Development Life Cycle (SDLC),Postgraduate,"Certificate, Flexible, 5 Days A Week","This Software Development Engineering (Web) internship is focused on software and technology, with work aligned to Software Development Life Cycle (SDLC). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP1264,2025-09-21 15:18:33,Fundraising,Aadi Foundation,Work from home,Immediately,"₹ 4,000 - 12,500 /month",2 Weeks,14 Oct' 25,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written)",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Fundraising internship is focused on professional work in the listed internship domain, with work aligned to Digital Marketing, English Proficiency (Spoken), and English Proficiency (Written). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Weeks."
2025WSHP0010,2025-09-27 20:54:13,Video Editor,Blue Rose Publishers,Noida,Immediately,"₹ 8,000 - 12,000 /month",3 Months,20 Oct' 25,"Adobe After Effects, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Video Editing, Video Making",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Video Editor internship is focused on software and technology, with work aligned to Adobe After Effects, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Video Editing, and Video Making. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0398,2025-09-21 15:19:18,Robotics,APEX ENGINEERING,Work from home,Immediately,"₹ 22,000 /month",2 Months,13 Oct' 25,"Arduino, ARM Microcontroller, AutoCAD, CAD, Embedded C, Embedded Systems, Internet of Things (IoT), Mechanical & Electrical Product Design",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Robotics internship is focused on professional work in the listed internship domain, with work aligned to Arduino, ARM Microcontroller, AutoCAD, CAD, Embedded C, and Embedded Systems. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0801,2025-09-21 16:19:38,Animation,Graveiens Eduservices Private Limited,Work from home,Immediately,"₹ 5,000 - 20,000 /month",3 Months,Not Available,"Adobe After Effects, Adobe Animate, Adobe Illustrator, Animation",Postgraduate & Undergraduate,"Certificate, Flexible","This Animation internship is focused on professional work in the listed internship domain, with work aligned to Adobe After Effects, Adobe Animate, Adobe Illustrator, and Animation. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1013,2025-09-27 20:35:05,Game Development,Tisteps Private Limited,Chennai,Immediately,"₹ 25,000 - 35,000 /month",6 Months,31 Oct' 25,"Blender 3D, JavaScript, Unity Engine, Unreal Engine",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Game Development internship is focused on professional work in the listed internship domain, with work aligned to Blender 3D, JavaScript, Unity Engine, and Unreal Engine. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0672,2025-09-27 20:56:10,Electronics Engineering,DyfoLabs,Noida,Immediately,"₹ 5,000 - 10,000 /month",4 Months,12 Oct' 25,"Arduino, C Programming, English Proficiency (Spoken), Hindi Proficiency (Spoken), Internet of Things (IoT)",Undergraduate,"Certificate, Letter Of Recommendation","This Electronics Engineering internship is focused on professional work in the listed internship domain, with work aligned to Arduino, C Programming, English Proficiency (Spoken), Hindi Proficiency (Spoken), and Internet of Things (IoT). The role is based in Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP0075,2025-09-21 14:55:38,Data Science,Emoolar Technology Private Limited,Work from home,Immediately,"₹ 5,000 - 10,000 /month",3 Months,19 Oct' 25,"Artificial intelligence, CNN (Convolutional Neural Network), Data Science, LLM evaluation, Natural Language Processing (NLP), Python",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Data Science internship is focused on data and analytics, with work aligned to Artificial intelligence, CNN (Convolutional Neural Network), Data Science, LLM evaluation, Natural Language Processing (NLP), and Python. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1177,2025-09-27 21:43:38,CA Articleship,Vinod K Agarwal & Co.,Delhi,Immediately,"₹ 10,000 - 12,000 /month",24 Months,9 Oct' 25,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Tally",Postgraduate,Not Available,"This CA Articleship internship is focused on professional work in the listed internship domain, with work aligned to Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Office, and Tally. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 24 Months."
2025WSHP0876,2025-09-27 22:06:52,Java Development,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,15 Oct' 25,"Hibernate ORM(Java), J2EE, Java, JSP, MySQL, Spring MVC",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Java Development internship is focused on software and technology, with work aligned to Hibernate ORM(Java), J2EE, Java, JSP, MySQL, and Spring MVC. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0359,2025-09-27 22:11:13,Accounting & Bookkeeping,Advince LLP,Hyderabad,Immediately,"₹ 3,001 - 6,000 /month",6 Months,25 Oct' 25,"Accounting, Taxation",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Accounting & Bookkeeping internship is focused on finance and accounting, with work aligned to Accounting and Taxation. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1487,2025-09-21 15:43:09,Community Management,CollegeDunia Web Private Limited,Work from home,Immediately,"₹ 1,000 - 1,500 /week",3 Months,5 Oct' 25,"Collaboration, Coordination, Social Media Marketing, Team Management",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Community Management internship is focused on software and technology, with work aligned to Collaboration, Coordination, Social Media Marketing, and Team Management. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0172,2025-09-27 23:16:38,Civil Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,5 Nov' 25,"AutoCAD, Document Management, Mathematics, MS-Excel, Physics, Planning",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Civil Engineering internship is focused on professional work in the listed internship domain, with work aligned to AutoCAD, Document Management, Mathematics, MS-Excel, Physics, and Planning. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0934,2025-09-27 20:17:45,Node.js Development,Aidea Solutions Private Limited,Bangalore,Immediately,"₹ 12,000 - 15,000 /month",2 Months,27 Oct' 25,"ChatGPT, Hasura, Node.js, Vue.js",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Node.js Development internship is focused on professional work in the listed internship domain, with work aligned to ChatGPT, Hasura, Node.js, and Vue.js. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0069,2025-09-21 15:16:43,React Native Development,Savant Consulting LLC,Work from home,Immediately,"₹ 8,000 - 12,000 /month",6 Months,15 Oct' 25,React Native,Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This React Native Development internship is focused on professional work in the listed internship domain, with work aligned to React Native. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1864,2025-09-27 20:18:32,General Management,Gisul Software Services,Bangalore,Immediately,"₹ 8,000 - 12,000 /month",3 Months,26 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel, MS-Office, Operations, Sales",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship, 5 Days A Week","This General Management internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Excel, MS-Office, and Operations. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0311,2025-09-27 22:23:06,Database Building/Management,Thermaissance,Mumbai,Immediately,"₹ 5,000 - 5,001 /month",2 Months,26 Oct' 25,"Effective Communication, MS-Office",Postgraduate,"Certificate, Flexible","This Database Building/Management internship is focused on data and analytics, with work aligned to Effective Communication and MS-Office. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0547,2025-09-27 21:45:00,E-Commerce Operations,FarmLokal,Noida,Immediately,"₹ 2,000 - 5,000 /month",3 Months,8 Oct' 25,"Client Relationship Management (CRM), Google Sheets, Marketing, MS-Excel, MS-Word, Operations",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This E-Commerce Operations internship is focused on operations and supply chain, with work aligned to Client Relationship Management (CRM), Google Sheets, Marketing, MS-Excel, MS-Word, and Operations. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1190,2025-09-27 21:19:41,Recruitment Consultant,Toptal Group,Noida,Immediately,"₹ 8,000 - 10,000 /month",1 Month,18 Oct' 25,Recruitment,Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Recruitment Consultant internship is focused on software and technology, with work aligned to Recruitment. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0135,2025-09-27 22:15:11,UX/UI Design,EvolSkills,Hyderabad,Immediately,"₹ 5,000 - 10,000 /month",1 Month,15 Oct' 25,"Canva, Effective Communication, Figma, Web Design, Wireframing",Postgraduate,Certificate,"This UX/UI Design internship is focused on design and creative work, with work aligned to Canva, Effective Communication, Figma, Web Design, and Wireframing. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP1780,2025-09-21 16:00:27,iOS App Development,Go Eleventh Mile Technologies Private Limited,Work from home,Immediately,"₹ 10,000 - 30,000 /month",3 Months,Not Available,"Firebase, Flutter",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This iOS App Development internship is focused on software and technology, with work aligned to Firebase and Flutter. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0124,2025-09-27 23:17:30,E-Commerce,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,31 Oct' 25,"C++ Programming, Digital Marketing, Market Analysis, Market research, Networking, Operations",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This E-Commerce internship is focused on professional work in the listed internship domain, with work aligned to C++ Programming, Digital Marketing, Market Analysis, Market research, Networking, and Operations. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0519,2025-09-21 16:13:16,Content & E-Commerce Management,Artyvis Technologies Private Limited,Work from home,Immediately,"₹ 15,000 - 25,000 /month",3 Months,Not Available,"English Proficiency (Spoken), English Proficiency (Written), Fashion Styling, Merchandising, MS-Excel",Postgraduate & Undergraduate,"Certificate, Flexible, 5 Days A Week","This Content & E-Commerce Management internship is focused on marketing and growth, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Fashion Styling, Merchandising, and MS-Excel. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0791,2025-09-27 20:58:11,Anchoring,Masti Matic Fashion Ocean,Delhi,Immediately,"₹ 3,000 - 21,000 /month",2 Months,26 Oct' 25,"Anchoring, Hindi Proficiency (Spoken)",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Anchoring internship is focused on professional work in the listed internship domain, with work aligned to Anchoring and Hindi Proficiency (Spoken). The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1324,2025-09-27 23:09:17,E-Commerce Business Management,Ruh Studios LLP,Mumbai,Immediately,"₹ 10,000 /month",2 Months,Not Available,"Branding, Business Development, Business Management, Interpersonal skills, Networking, Sales",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This E-Commerce Business Management internship is focused on professional work in the listed internship domain, with work aligned to Branding, Business Development, Business Management, Interpersonal skills, Networking, and Sales. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1333,2025-09-27 20:24:40,HR Consultant,Skillmate,Indiranagar,Immediately,"₹ 5,000 - 10,000 /month",6 Months,18 Oct' 25,"Effective Communication, Team Management",Postgraduate,"Certificate, Letter Of Recommendation, Mentorship","This HR Consultant internship is focused on human resources and recruitment, with work aligned to Effective Communication and Team Management. The role is based in Indiranagar and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1661,2025-09-27 20:50:22,Travel Consultant,Tripver,Chandigarh,Immediately,"₹ 10,000 /month",3 Months,26 Oct' 25,"Canva, Google Sheets, Holiday Package Design, Sales, Sales Strategy, Travel Itinerary Making, Travel Management",Postgraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship, 5 Days A Week","This Travel Consultant internship is focused on professional work in the listed internship domain, with work aligned to Canva, Google Sheets, Holiday Package Design, Sales, Sales Strategy, and Travel Itinerary Making. The role is based in Chandigarh and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
