internship_id,posted_at,role,company,location,stipend,duration,deadline,skills,eligibility,perks,description,deadline_is_demo,domain,work_mode,internship_type,stipend_min,stipend_max,stipend_avg,duration_months,skills_list,start_type,start_date_raw
2026INT0046,2026-08-19 18:00:00,Cybersecurity,NextGen Technologies,Pune,"₹ 10,000 /month",4 Months,2025-11-06,"Python, Linux, Networking, Nmap, Wireshark",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Python, Linux, Networking, Nmap, Wireshark.",True,Cyber Security,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['python', 'linux', 'networking', 'nmap', 'wireshark']",Immediately,Immediately
2026INT0047,2026-08-20 21:00:00,Android Development,Axiom Technologies,Delhi,"₹ 12,000 /month",6 Months,2025-10-05,"Kotlin, Java, Android Studio, Android SDK, Firebase",Postgraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Kotlin, Java, Android Studio, Android SDK, Firebase.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['kotlin', 'java', 'android studio', 'android sdk', 'firebase']",Immediately,Immediately
2026INT0048,2026-08-21 00:00:00,iOS Development,AppVerse,Remote,"₹ 5,000 /month",2 Months,2025-12-17,"Swift, SwiftUI, Xcode, UIKit, Firebase",Undergraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using Swift, SwiftUI, Xcode, UIKit, Firebase.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['swift', 'swiftui', 'xcode', 'uikit', 'firebase']",Within 30 days,Within 30 days
2026INT0049,2026-08-22 03:00:00,Flutter Development,ByteWorks,Bengaluru,"₹ 8,000 /month",3 Months,2025-11-28,"Dart, Flutter, Firebase, REST API, Git",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using Dart, Flutter, Firebase, REST API, Git.",True,Software Development,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['dart', 'flutter', 'firebase', 'rest api', 'git']",Immediately,Immediately
2026INT0050,2026-08-23 06:00:00,React Native Development,CoreTech Systems,Noida,"₹ 10,000 /month",4 Months,2025-10-16,"JavaScript, TypeScript, React Native, Firebase, REST API",Postgraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using JavaScript, TypeScript, React Native, Firebase, REST API.",True,Web Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['javascript', 'typescript', 'react native', 'firebase', 'rest api']",Immediately,Immediately
2026INT0051,2026-08-24 09:00:00,Embedded Systems,StackOrbit,Mumbai,"₹ 12,000 /month",6 Months,2025-11-08,"C, C++, Arduino, ESP32, STM32",Undergraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using C, C++, Arduino, ESP32, STM32.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['c', 'c++', 'arduino', 'esp32', 'stm32']",Within 30 days,Within 30 days
2026INT0052,2026-08-25 12:00:00,IoT Development,CloudMatrix,Hyderabad,"₹ 5,000 /month",2 Months,2025-09-20,"C, C++, Python, ESP32, MQTT",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using C, C++, Python, ESP32, MQTT.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['c', 'c++', 'python', 'esp32', 'mqtt']",Immediately,Immediately
2026INT0053,2026-08-26 15:00:00,Robotics,Nexora Labs,Chennai,"₹ 8,000 /month",3 Months,2025-12-15,"C++, Python, ROS, OpenCV, Arduino",Postgraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using C++, Python, ROS, OpenCV, Arduino.",True,Software Development,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['c++', 'python', 'ros', 'opencv', 'arduino']",Immediately,Immediately
2026INT0054,2026-08-27 18:00:00,Game Development,LogicLeaf,Pune,"₹ 10,000 /month",4 Months,2025-11-28,"C++, C#, Unity, Unreal Engine, Game Physics",Undergraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using C++, C#, Unity, Unreal Engine, Game Physics.",True,Software Development,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['c++', 'c#', 'unity', 'unreal engine', 'game physics']",Within 30 days,Within 30 days
2026INT0055,2026-08-28 21:00:00,Blockchain Development,DataForge,Delhi,"₹ 12,000 /month",6 Months,2025-08-25,"Solidity, JavaScript, Ethereum, Web3.js, Smart Contracts",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using Solidity, JavaScript, Ethereum, Web3.js, Smart Contracts.",True,Software Development,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['solidity', 'javascript', 'ethereum', 'web3.js', 'smart contracts']",Immediately,Immediately
2026INT0056,2026-08-01 00:00:00,Software Testing,AlgoWorks,Remote,"₹ 5,000 /month",2 Months,2025-08-15,"Selenium, Postman, PyTest, API Testing, Automation Testing",Postgraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using Selenium, Postman, PyTest, API Testing, Automation Testing.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['selenium', 'postman', 'pytest', 'api testing', 'automation testing']",Immediately,Immediately
2026INT0057,2026-08-02 03:00:00,Database Engineering,TechBridge,Bengaluru,"₹ 8,000 /month",3 Months,2025-10-05,"SQL, MySQL, PostgreSQL, MongoDB, Redis",Undergraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using SQL, MySQL, PostgreSQL, MongoDB, Redis.",True,Data Science,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['sql', 'mysql', 'postgresql', 'mongodb', 'redis']",Within 30 days,Within 30 days
2026INT0058,2026-08-03 06:00:00,VLSI Design,InnovateX Labs,Noida,"₹ 10,000 /month",4 Months,2025-08-19,"Verilog, SystemVerilog, VHDL, FPGA, RTL Design",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using Verilog, SystemVerilog, VHDL, FPGA, RTL Design.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['verilog', 'systemverilog', 'vhdl', 'fpga', 'rtl design']",Immediately,Immediately
2026INT0059,2026-08-04 09:00:00,System Programming,CyberGrid,Mumbai,"₹ 12,000 /month",6 Months,2025-09-06,"C, C++, Linux, Bash, Operating Systems",Postgraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using C, C++, Linux, Bash, Operating Systems.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['c', 'c++', 'linux', 'bash', 'operating systems']",Immediately,Immediately
2026INT0060,2026-08-05 12:00:00,Software Development,TechNova Solutions,Hyderabad,"₹ 5,000 /month",2 Months,2025-08-07,"C++, Java, Python, OOP, Data Structures",Undergraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using C++, Java, Python, OOP, Data Structures.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['c++', 'java', 'python', 'oop', 'data structures']",Within 30 days,Within 30 days
2026INT0061,2026-08-06 15:00:00,UI/UX Design,DevSphere,Chennai,"₹ 8,000 /month",3 Months,2025-11-09,"Figma, UI Design, UX Design, Wireframing, Prototyping",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using Figma, UI Design, UX Design, Wireframing, Prototyping.",True,UI / UX,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['figma', 'ui design', 'ux design', 'wireframing', 'prototyping']",Immediately,Immediately
2026INT0062,2026-08-07 18:00:00,CAD Design,Visionary AI,Pune,"₹ 10,000 /month",4 Months,2025-10-06,"AutoCAD, SolidWorks, CATIA, 3D Modeling, CAD",Postgraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using AutoCAD, SolidWorks, CATIA, 3D Modeling, CAD.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['autocad', 'solidworks', 'catia', '3d modeling', 'cad']",Immediately,Immediately
2026INT0063,2026-08-08 21:00:00,Frontend Developer,CodeCraft Labs,Delhi,"₹ 12,000 /month",6 Months,2025-08-08,"HTML, CSS, JavaScript, React.js, TypeScript",Undergraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using HTML, CSS, JavaScript, React.js, TypeScript.",True,Web Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['html', 'css', 'javascript', 'react.js', 'typescript']",Within 30 days,Within 30 days
2026INT0064,2026-08-09 00:00:00,Backend Developer,PixelStack,Remote,"₹ 5,000 /month",2 Months,2025-08-22,"Python, Node.js, Express.js, REST API, SQL",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Python, Node.js, Express.js, REST API, SQL.",True,Web Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['python', 'node.js', 'express.js', 'rest api', 'sql']",Immediately,Immediately
2026INT0065,2026-08-10 03:00:00,Full Stack Developer,QuantumSoft,Bengaluru,"₹ 8,000 /month",3 Months,2025-11-03,"HTML, CSS, JavaScript, React.js, Node.js",Postgraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using HTML, CSS, JavaScript, React.js, Node.js.",True,Web Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['html', 'css', 'javascript', 'react.js', 'node.js']",Immediately,Immediately
2026INT0066,2026-08-11 06:00:00,Machine Learning,NextGen Technologies,Noida,"₹ 10,000 /month",4 Months,2025-10-19,"Python, NumPy, Pandas, Scikit-learn, Machine Learning",Undergraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using Python, NumPy, Pandas, Scikit-learn, Machine Learning.",True,AI / Machine Learning,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['python', 'numpy', 'pandas', 'scikit-learn', 'machine learning']",Within 30 days,Within 30 days
2026INT0067,2026-08-12 09:00:00,Data Science,Axiom Technologies,Mumbai,"₹ 12,000 /month",6 Months,2025-09-01,"Python, Pandas, NumPy, Scikit-learn, Statistics",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Python, Pandas, NumPy, Scikit-learn, Statistics.",True,Data Science,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['python', 'pandas', 'numpy', 'scikit-learn', 'statistics']",Immediately,Immediately
2026INT0068,2026-08-13 12:00:00,Data Analytics,AppVerse,Hyderabad,"₹ 5,000 /month",2 Months,2025-09-16,"Python, SQL, Pandas, Power BI, Statistics",Postgraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using Python, SQL, Pandas, Power BI, Statistics.",True,Data Science,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['python', 'sql', 'pandas', 'power bi', 'statistics']",Immediately,Immediately
2026INT0069,2026-08-14 15:00:00,Artificial Intelligence,ByteWorks,Chennai,"₹ 8,000 /month",3 Months,2025-09-15,"PyTorch, TensorFlow, Deep Learning, NLP, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using PyTorch, TensorFlow, Deep Learning, NLP, Python.",True,AI / Machine Learning,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['pytorch', 'tensorflow', 'deep learning', 'nlp', 'python']",Within 30 days,Within 30 days
2026INT0070,2026-08-15 18:00:00,Generative AI,CoreTech Systems,Pune,"₹ 10,000 /month",4 Months,2025-09-02,"LLM, RAG, Embeddings, Hugging Face, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using LLM, RAG, Embeddings, Hugging Face, Python.",True,AI / Machine Learning,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['llm', 'rag', 'embeddings', 'hugging face', 'python']",Immediately,Immediately
2026INT0071,2026-08-16 21:00:00,NLP,StackOrbit,Delhi,"₹ 12,000 /month",6 Months,2025-11-15,"NLP, Transformers, Hugging Face, BERT, Python",Postgraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using NLP, Transformers, Hugging Face, BERT, Python.",True,AI / Machine Learning,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['nlp', 'transformers', 'hugging face', 'bert', 'python']",Immediately,Immediately
2026INT0072,2026-08-17 00:00:00,Computer Vision,CloudMatrix,Remote,"₹ 5,000 /month",2 Months,2025-11-16,"OpenCV, PyTorch, YOLO, CNN, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using OpenCV, PyTorch, YOLO, CNN, Python.",True,AI / Machine Learning,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['opencv', 'pytorch', 'yolo', 'cnn', 'python']",Within 30 days,Within 30 days
2026INT0073,2026-08-18 03:00:00,Deep Learning,Nexora Labs,Bengaluru,"₹ 8,000 /month",3 Months,2025-08-13,"PyTorch, TensorFlow, CNN, Transformers, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using PyTorch, TensorFlow, CNN, Transformers, Python.",True,AI / Machine Learning,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['pytorch', 'tensorflow', 'cnn', 'transformers', 'python']",Immediately,Immediately
2026INT0074,2026-08-19 06:00:00,Data Engineering,LogicLeaf,Noida,"₹ 10,000 /month",4 Months,2025-10-23,"SQL, Apache Spark, Kafka, Airflow, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using SQL, Apache Spark, Kafka, Airflow, Python.",True,Data Science,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['sql', 'apache spark', 'kafka', 'airflow', 'python']",Immediately,Immediately
2026INT0075,2026-08-20 09:00:00,DevOps,DataForge,Mumbai,"₹ 12,000 /month",6 Months,2025-10-27,"Docker, Kubernetes, Jenkins, CI/CD, Linux",Undergraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using Docker, Kubernetes, Jenkins, CI/CD, Linux.",True,Cloud Computing,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['docker', 'kubernetes', 'jenkins', 'ci/cd', 'linux']",Within 30 days,Within 30 days
2026INT0076,2026-08-21 12:00:00,Cloud Computing,AlgoWorks,Hyderabad,"₹ 5,000 /month",2 Months,2025-11-10,"Azure, Docker, Kubernetes, Terraform, AWS",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Azure, Docker, Kubernetes, Terraform, AWS.",True,Cloud Computing,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['azure', 'docker', 'kubernetes', 'terraform', 'aws']",Immediately,Immediately
2026INT0077,2026-08-22 15:00:00,Cybersecurity,TechBridge,Chennai,"₹ 8,000 /month",3 Months,2025-09-20,"Linux, Networking, Nmap, Wireshark, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Linux, Networking, Nmap, Wireshark, Python.",True,Cyber Security,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['linux', 'networking', 'nmap', 'wireshark', 'python']",Immediately,Immediately
2026INT0078,2026-08-23 18:00:00,Android Development,InnovateX Labs,Pune,"₹ 10,000 /month",4 Months,2025-10-26,"Java, Android Studio, Android SDK, Firebase, Kotlin",Undergraduate,"Certificate, Letter Of Recommendation","This Android Development internship provides practical experience using Java, Android Studio, Android SDK, Firebase, Kotlin.",True,Software Development,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['java', 'android studio', 'android sdk', 'firebase', 'kotlin']",Within 30 days,Within 30 days
2026INT0079,2026-08-24 21:00:00,iOS Development,CyberGrid,Delhi,"₹ 12,000 /month",6 Months,2025-11-05,"SwiftUI, Xcode, UIKit, Firebase, Swift",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This iOS Development internship provides practical experience using SwiftUI, Xcode, UIKit, Firebase, Swift.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['swiftui', 'xcode', 'uikit', 'firebase', 'swift']",Immediately,Immediately
2026INT0080,2026-08-25 00:00:00,Flutter Development,TechNova Solutions,Remote,"₹ 5,000 /month",2 Months,2025-10-27,"Flutter, Firebase, REST API, Git, Dart",Postgraduate,"Certificate, Letter Of Recommendation","This Flutter Development internship provides practical experience using Flutter, Firebase, REST API, Git, Dart.",True,Software Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['flutter', 'firebase', 'rest api', 'git', 'dart']",Immediately,Immediately
2026INT0081,2026-08-26 03:00:00,React Native Development,DevSphere,Bengaluru,"₹ 8,000 /month",3 Months,2025-09-19,"TypeScript, React Native, Firebase, REST API, JavaScript",Undergraduate,"Certificate, Letter Of Recommendation","This React Native Development internship provides practical experience using TypeScript, React Native, Firebase, REST API, JavaScript.",True,Web Development,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['typescript', 'react native', 'firebase', 'rest api', 'javascript']",Within 30 days,Within 30 days
2026INT0082,2026-08-27 06:00:00,Embedded Systems,Visionary AI,Noida,"₹ 10,000 /month",4 Months,2025-08-19,"C++, Arduino, ESP32, STM32, C",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Embedded Systems internship provides practical experience using C++, Arduino, ESP32, STM32, C.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['c++', 'arduino', 'esp32', 'stm32', 'c']",Immediately,Immediately
2026INT0083,2026-08-28 09:00:00,IoT Development,CodeCraft Labs,Mumbai,"₹ 12,000 /month",6 Months,2025-11-29,"C++, Python, ESP32, MQTT, C",Postgraduate,"Certificate, Letter Of Recommendation","This IoT Development internship provides practical experience using C++, Python, ESP32, MQTT, C.",True,Software Development,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['c++', 'python', 'esp32', 'mqtt', 'c']",Immediately,Immediately
2026INT0084,2026-08-01 12:00:00,Robotics,PixelStack,Hyderabad,"₹ 5,000 /month",2 Months,2025-10-09,"Python, ROS, OpenCV, Arduino, C++",Undergraduate,"Certificate, Letter Of Recommendation","This Robotics internship provides practical experience using Python, ROS, OpenCV, Arduino, C++.",True,Software Development,On-site,Technical,5000.0,5000.0,5000.0,2.0,"['python', 'ros', 'opencv', 'arduino', 'c++']",Within 30 days,Within 30 days
2026INT0085,2026-08-02 15:00:00,Game Development,QuantumSoft,Chennai,"₹ 8,000 /month",3 Months,2025-11-07,"C#, Unity, Unreal Engine, Game Physics, C++",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Game Development internship provides practical experience using C#, Unity, Unreal Engine, Game Physics, C++.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['c#', 'unity', 'unreal engine', 'game physics', 'c++']",Immediately,Immediately
2026INT0086,2026-08-03 18:00:00,Blockchain Development,NextGen Technologies,Pune,"₹ 10,000 /month",4 Months,2025-12-10,"JavaScript, Ethereum, Web3.js, Smart Contracts, Solidity",Postgraduate,"Certificate, Letter Of Recommendation","This Blockchain Development internship provides practical experience using JavaScript, Ethereum, Web3.js, Smart Contracts, Solidity.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['javascript', 'ethereum', 'web3.js', 'smart contracts', 'solidity']",Immediately,Immediately
2026INT0087,2026-08-04 21:00:00,Software Testing,Axiom Technologies,Delhi,"₹ 12,000 /month",6 Months,2025-10-26,"Postman, PyTest, API Testing, Automation Testing, Selenium",Undergraduate,"Certificate, Letter Of Recommendation","This Software Testing internship provides practical experience using Postman, PyTest, API Testing, Automation Testing, Selenium.",True,Software Development,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['postman', 'pytest', 'api testing', 'automation testing', 'selenium']",Within 30 days,Within 30 days
2026INT0088,2026-08-05 00:00:00,Database Engineering,AppVerse,Remote,"₹ 5,000 /month",2 Months,2025-09-22,"MySQL, PostgreSQL, MongoDB, Redis, SQL",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Database Engineering internship provides practical experience using MySQL, PostgreSQL, MongoDB, Redis, SQL.",True,Data Science,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['mysql', 'postgresql', 'mongodb', 'redis', 'sql']",Immediately,Immediately
2026INT0089,2026-08-06 03:00:00,VLSI Design,ByteWorks,Bengaluru,"₹ 8,000 /month",3 Months,2025-09-25,"SystemVerilog, VHDL, FPGA, RTL Design, Verilog",Postgraduate,"Certificate, Letter Of Recommendation","This VLSI Design internship provides practical experience using SystemVerilog, VHDL, FPGA, RTL Design, Verilog.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['systemverilog', 'vhdl', 'fpga', 'rtl design', 'verilog']",Immediately,Immediately
2026INT0090,2026-08-07 06:00:00,System Programming,CoreTech Systems,Noida,"₹ 10,000 /month",4 Months,2025-10-26,"C++, Linux, Bash, Operating Systems, C",Undergraduate,"Certificate, Letter Of Recommendation","This System Programming internship provides practical experience using C++, Linux, Bash, Operating Systems, C.",True,Software Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['c++', 'linux', 'bash', 'operating systems', 'c']",Within 30 days,Within 30 days
2026INT0091,2026-08-08 09:00:00,Software Development,StackOrbit,Mumbai,"₹ 12,000 /month",6 Months,2025-10-05,"Java, Python, OOP, Data Structures, C++",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Software Development internship provides practical experience using Java, Python, OOP, Data Structures, C++.",True,Software Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['java', 'python', 'oop', 'data structures', 'c++']",Immediately,Immediately
2026INT0092,2026-08-09 12:00:00,UI/UX Design,CloudMatrix,Hyderabad,"₹ 5,000 /month",2 Months,2025-08-12,"UI Design, UX Design, Wireframing, Prototyping, Figma",Postgraduate,"Certificate, Letter Of Recommendation","This UI/UX Design internship provides practical experience using UI Design, UX Design, Wireframing, Prototyping, Figma.",True,UI / UX,Hybrid,Technical,5000.0,5000.0,5000.0,2.0,"['ui design', 'ux design', 'wireframing', 'prototyping', 'figma']",Immediately,Immediately
2026INT0093,2026-08-10 15:00:00,CAD Design,Nexora Labs,Chennai,"₹ 8,000 /month",3 Months,2025-09-07,"SolidWorks, CATIA, 3D Modeling, CAD, AutoCAD",Undergraduate,"Certificate, Letter Of Recommendation","This CAD Design internship provides practical experience using SolidWorks, CATIA, 3D Modeling, CAD, AutoCAD.",True,Software Development,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['solidworks', 'catia', '3d modeling', 'cad', 'autocad']",Within 30 days,Within 30 days
2026INT0094,2026-08-11 18:00:00,Frontend Developer,LogicLeaf,Pune,"₹ 10,000 /month",4 Months,2025-08-23,"CSS, JavaScript, React.js, TypeScript, HTML",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Frontend Developer internship provides practical experience using CSS, JavaScript, React.js, TypeScript, HTML.",True,Web Development,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['css', 'javascript', 'react.js', 'typescript', 'html']",Immediately,Immediately
2026INT0095,2026-08-12 21:00:00,Backend Developer,DataForge,Delhi,"₹ 12,000 /month",6 Months,2025-11-27,"Node.js, Express.js, REST API, SQL, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Backend Developer internship provides practical experience using Node.js, Express.js, REST API, SQL, Python.",True,Web Development,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['node.js', 'express.js', 'rest api', 'sql', 'python']",Immediately,Immediately
2026INT0096,2026-08-13 00:00:00,Full Stack Developer,AlgoWorks,Remote,"₹ 5,000 /month",2 Months,2025-09-30,"CSS, JavaScript, React.js, Node.js, HTML",Undergraduate,"Certificate, Letter Of Recommendation","This Full Stack Developer internship provides practical experience using CSS, JavaScript, React.js, Node.js, HTML.",True,Web Development,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['css', 'javascript', 'react.js', 'node.js', 'html']",Within 30 days,Within 30 days
2026INT0097,2026-08-14 03:00:00,Machine Learning,TechBridge,Bengaluru,"₹ 8,000 /month",3 Months,2025-10-18,"NumPy, Pandas, Scikit-learn, Machine Learning, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Machine Learning internship provides practical experience using NumPy, Pandas, Scikit-learn, Machine Learning, Python.",True,AI / Machine Learning,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['numpy', 'pandas', 'scikit-learn', 'machine learning', 'python']",Immediately,Immediately
2026INT0098,2026-08-15 06:00:00,Data Science,InnovateX Labs,Noida,"₹ 10,000 /month",4 Months,2025-08-07,"Pandas, NumPy, Scikit-learn, Statistics, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Data Science internship provides practical experience using Pandas, NumPy, Scikit-learn, Statistics, Python.",True,Data Science,On-site,Technical,10000.0,10000.0,10000.0,4.0,"['pandas', 'numpy', 'scikit-learn', 'statistics', 'python']",Immediately,Immediately
2026INT0099,2026-08-16 09:00:00,Data Analytics,CyberGrid,Mumbai,"₹ 12,000 /month",6 Months,2025-10-05,"SQL, Pandas, Power BI, Statistics, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Analytics internship provides practical experience using SQL, Pandas, Power BI, Statistics, Python.",True,Data Science,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['sql', 'pandas', 'power bi', 'statistics', 'python']",Within 30 days,Within 30 days
2026INT0100,2026-08-17 12:00:00,Artificial Intelligence,TechNova Solutions,Hyderabad,"₹ 5,000 /month",2 Months,2025-11-30,"TensorFlow, Deep Learning, NLP, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Artificial Intelligence internship provides practical experience using TensorFlow, Deep Learning, NLP, Python.",True,AI / Machine Learning,Hybrid,Technical,5000.0,5000.0,5000.0,2.0,"['tensorflow', 'deep learning', 'nlp', 'python']",Immediately,Immediately
2026INT0101,2026-08-18 15:00:00,Generative AI,DevSphere,Chennai,"₹ 8,000 /month",3 Months,2025-08-17,"RAG, Embeddings, Hugging Face, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Generative AI internship provides practical experience using RAG, Embeddings, Hugging Face, Python.",True,AI / Machine Learning,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['rag', 'embeddings', 'hugging face', 'python']",Immediately,Immediately
2026INT0102,2026-08-19 18:00:00,NLP,Visionary AI,Pune,"₹ 10,000 /month",4 Months,2025-11-06,"Transformers, Hugging Face, BERT, Python",Undergraduate,"Certificate, Letter Of Recommendation","This NLP internship provides practical experience using Transformers, Hugging Face, BERT, Python.",True,AI / Machine Learning,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['transformers', 'hugging face', 'bert', 'python']",Within 30 days,Within 30 days
2026INT0103,2026-08-20 21:00:00,Computer Vision,CodeCraft Labs,Delhi,"₹ 12,000 /month",6 Months,2025-12-12,"PyTorch, YOLO, CNN, Python",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Computer Vision internship provides practical experience using PyTorch, YOLO, CNN, Python.",True,AI / Machine Learning,On-site,Technical,12000.0,12000.0,12000.0,6.0,"['pytorch', 'yolo', 'cnn', 'python']",Immediately,Immediately
2026INT0104,2026-08-21 00:00:00,Deep Learning,PixelStack,Remote,"₹ 5,000 /month",2 Months,2025-12-08,"TensorFlow, CNN, Transformers, Python",Postgraduate,"Certificate, Letter Of Recommendation","This Deep Learning internship provides practical experience using TensorFlow, CNN, Transformers, Python.",True,AI / Machine Learning,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['tensorflow', 'cnn', 'transformers', 'python']",Immediately,Immediately
2026INT0105,2026-08-22 03:00:00,Data Engineering,QuantumSoft,Bengaluru,"₹ 8,000 /month",3 Months,2025-08-09,"Apache Spark, Kafka, Airflow, Python",Undergraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Apache Spark, Kafka, Airflow, Python.",True,Data Science,Hybrid,Technical,8000.0,8000.0,8000.0,3.0,"['apache spark', 'kafka', 'airflow', 'python']",Within 30 days,Within 30 days
